id,Service name,address,Postal code,Phone number,Service description,keywords,source,postal code filtering,community mental health in Ontario,community mental health in Ontario.1,Clean_Service_Name,City,City_Extraction_Status
3287,Rainbow Valley Community Health Centre,49 Mill St,K0J 2A0,Toll Free 613-757-0004,"Counselling individual, couples and families various group programs.","counselling, mental health, group programs, individual counselling, couples counselling, families counselling",https://211north.ca/record/68982430/,1,1,1,rainbow valley community health centre,Mill St,Good
3288,Rainbow Valley Community Health Centre - Community Social Worker,"49 Mill St Killaloe, ON",K0J 2A0,613-757-0004,"Counselling for individuals, couples, and families, along with various group programs.","counselling, individual, couples, families, group programs",https://www.champlainhealthline.ca/displayservice.aspx?id=210618,1,1,1,rainbow valley community health centre community social worker,Mill St Killaloe,Good
3292,Pembroke Regional Hospital Inc,"705 MacKay St, Pembroke, ON",K8A 1G8,613-732-2811,"Delivering the safest and highest quality of care to every person, every encounter, every day.","Diabetes Management, Obstetrics, Mental Health Care, Pain Management & Rehabilitation, Ambulatory Care, Diagnostic Services",https://www.yellowpages.ca/search/si/1/Mental+Health+Services+&+Counselling+Centres/Killaloe+ON,1,1,1,pembroke regional hospital inc,Pembroke,Good
3294,Daechsel Psychotherapy,"100 Crandall St, Pembroke, ON",K8A 0B1,613-639-2716,,,https://www.yellowpages.ca/search/si/1/Mental+Health+Services+&+Counselling+Centres/Killaloe+ON,1,1,1,daechsel psychotherapy,Pembroke,Good
3297,Community Mental Health Services of Renfrew County,"425 Cecelia St, Pembroke, ON",K8A 1S7,613-732-2811,"ConnexOntario, Mental Health Services & Counseling Centres, Health Information & Services","Mental Health Services, Counseling Centres, Health Information & Services",https://www.yellowpages.ca/search/si/1/Mental+Health+Services+&+Counselling+Centres/Killaloe+ON,1,1,1,community mental health services of renfrew county,Pembroke,Good
3301,Mental Health Services of Renfrew County,"1-180 Plaunt St, Renfrew, ON",K7V 1M8,613-732-8770,Mental Health Crisis Line (24h),"Mental Health Crisis Line, Mental Health Services",https://www.yellowpages.ca/search/si/1/Mental+Health+Services+&+Counselling+Centres/Killaloe+ON,1,1,1,mental health services of renfrew county,Renfrew,Good
3302,Renfrew Crisis Clinic - Robbie Dean Family Couns eling Centre,,,613-433-4231,,,https://www.yellowpages.ca/search/si/1/Mental+Health+Services+&+Counselling+Centres/Killaloe+ON,-1,1,1,renfrew crisis clinic robbie dean family couns eling centre,,Empty City
3304,Peer Support South East Ontario -Bancroft,"23 Bridge W, Bancroft, ON",K0L 1C0,613-332-4260,,,https://www.yellowpages.ca/search/si/1/Mental+Health+Services+&+Counselling+Centres/Killaloe+ON,1,1,1,peer support south east ontario bancroft,Bancroft,Good
3305,Mental Health Services of Renfrew County,"Arnprior, ON",K8A 1G8,1-800-991-7711,mental health services,mental health services,https://www.yellowpages.ca/search/si/1/Mental+Health+Services+&+Counselling+Centres/Killaloe+ON,1,1,1,mental health services of renfrew county,Arnprior,Good
3307,Canadian Mental Health Association Grey Bruce,,,,Offers a variety of services and programs to help support individuals and their families with mental health needs.,"mental health, support services, programs",https://kincardinefht.ca/patient-resources/,-1,1,1,canadian mental health association grey bruce,,Empty City
3310,Wellness and Emotional Support for Youth Online (WES for Youth),,,,"Free, safe, and confidential online counselling for Ontario youth ages 13-24.","online counselling, youth, emotional support",https://kincardinefht.ca/patient-resources/,-1,1,1,wellness and emotional support for youth online,,Empty City
3311,Grey-Bruce Crisis Resources Mental Health Crisis Support,,,,A list of mental health crisis support contacts for emergency situations.,"crisis support, mental health, emergency contacts",https://kincardinefht.ca/patient-resources/,-1,1,1,grey bruce crisis resources mental health crisis support,,Empty City
3312,Counselling Bruce County,255 Durham Street,N2Z 2X9,519-266-3574,"Counselling Bruce County offers various therapy services including individual, couples, child therapy, play therapy, art therapy, and cognitive processing therapy, with a focus on mental health support.","counselling, therapy, mental health, individual therapy, couples therapy, child therapy, play therapy, art therapy, cognitive processing therapy",https://www.counsellingbrucecounty.com/kincardine.html,1,1,1,counselling bruce county,Durham Street,Good
3313,Counselling Bruce County,616 Market St (inside TD Bank Parking Lot at 723 Goderich St),N0H 2C2,519-266-3574,"Counselling Bruce County provides mental health services including counselling for individuals, couples, and families utilizing approaches such as cognitive behavioral therapy and art therapy.","counselling, mental health services, individual therapy, couples therapy, family therapy, cognitive behavioral therapy, art therapy",https://www.counsellingbrucecounty.com/kincardine.html,1,1,1,counselling bruce county,Market St,Good
3314,Concurrent Disorders Treatment Services - Kincardine Office,"865 Queen Street, Kincardine, Ontario",,(519) 371-3642 ext. 3212,"The Concurrent Disorders counsellors provide community support to adults who have co-occurring diagnoses of serious mental illness and substance use disorders, using a trauma-informed approach to treatment planning.","mental illness, substance use disorders, community support, trauma informed approach, individual recovery goals, counselling",https://greybruce.cmha.ca/addictions/concurrent-disorders-treatment-services/,-1,1,1,concurrent disorders treatment services kincardine office,Kincardine,Good
3315,"Canadian Mental Health Association, Grey Bruce","1101 2nd Ave East, Owen Sound, Ontario",N4K 2J1,(519) 371-3642,"The CMHA Grey Bruce provides various programs and services focused on mental health and addiction support, including 1:1 counselling and group therapy.","mental health, addiction support, counselling, group therapy, community service",https://greybruce.cmha.ca/addictions/concurrent-disorders-treatment-services/,1,1,1,canadian mental health association grey bruce,Owen Sound,Good
3322,Community Health and Wellness,44 Francis St. S.,,(519) 745-4404,"Community Health Workers support health and wellness goals, including mental health supports, social connection and isolation, physical activity, and subsidized programming.","community health, wellness goals, mental health supports, social connection, physical activity",https://healthcaringkw.org/,-1,1,1,community health and wellness,Francis St. S.,Good
3323,KW Counselling,,,1-844-437-3247,Mental health crisis support offered 24/7 by phone.,"mental health, crisis support, counseling",https://www.kitchener.ca/recreation-and-sports/children-and-youth-programs/mental-health-resources/,-1,1,1,kw counselling,,Empty City
3324,Front Door,,,519-749-2932,Child or youth mental health support with telephone or video appointments available.,"child mental health, youth mental health, support, counseling",https://www.kitchener.ca/recreation-and-sports/children-and-youth-programs/mental-health-resources/,-1,1,1,front door,,Empty City
3326,Good2Talk,,,,"Free, confidential mental health support service providing professional counselling and information for postsecondary students in Ontario.","mental health support, counselling, information, postsecondary students",https://www.kitchener.ca/recreation-and-sports/children-and-youth-programs/mental-health-resources/,-1,1,1,good2talk,,Empty City
3329,Health and Happiness: Counselling and Wellness Treatment Centre,"Greater Toronto Area, Ontario",,(289) 312-0306,"Provides therapy services including Individual, Play, and Couples/Relationship Therapy, addressing mental health challenges such as Anxiety, Depression, and more.","Counseling, mental health, therapy, anxiety, depression, ADHD, autism, addiction",https://www.psychologytoday.com/ca/treatment-rehab/on/king-city,-1,1,1,health and happiness counselling and wellness treatment centre,Toronto,Good
3330,Oakville Centre for Cognitive Therapy,"Oakville, Ontario",,(289) 778-0178,"Offers psychological assessment and therapy services, specializing in Cognitive Behavioural Therapy (CBT) for various psychological issues.","Psychological assessment, therapy, Cognitive Behavioural Therapy, mental health",https://www.psychologytoday.com/ca/treatment-rehab/on/king-city,-1,1,1,oakville centre for cognitive therapy,Oakville,Good
3331,EMDR Counselling & Neurofeedback,,,(226) 779-7911,"Serves a diverse range of clients facing mental health challenges such as trauma, anxiety, depression, and PTSD through a holistic approach.","Mental health, trauma, anxiety, depression, PTSD, neurofeedback",https://www.psychologytoday.com/ca/treatment-rehab/on/king-city,-1,1,1,emdr counselling & neurofeedback,,Empty City
3334,Sageview Health,"Mississauga, Ontario",L5N,(365) 617-0940,Provides assessment and treatment services for clients of all ages in a compassionate environment to manage mental health challenges.,"Mental health, assessment, treatment, children, adults, families",https://www.psychologytoday.com/ca/treatment-rehab/on/king-city,-1,1,1,sageview health,Mississauga,Good
3336,Caritas School Of Life,"King City, ON",L7B 1K4,905-264-9955,"Structured treatment and/or rehabilitation activities, work therapy and group therapy. Treatment models used are Biopsychosocial and cognitive-behavioural. Long-term program. Clients can pursue correspondence education. The family is expected to participate in the family counselling component.","structured treatment, rehabilitation, work therapy, group therapy, biopsychosocial, cognitive-behavioural, long-term program, family counselling",https://www.centraleasthealthline.ca/displayService.aspx?id=145029,1,1,1,caritas school of life,King City,Good
3337,Ontario Therapy,171 Main St S Unit 306,L3Y 3Y9,647-855-0530,"Ontario Therapy is a professional psychotherapy practice offering mental health services, including anxiety therapy, trauma therapy, and pain psychotherapy, through both in-person and virtual sessions.","anxiety therapy, trauma therapy, mental health services, emotional well-being, psychotherapy",https://www.montananewsonline.com/news/story/529547/managing-anxiety-in-king-city-on-ontario-therapys-effective-treatment-options.html,1,1,1,ontario therapy,Main St S Unit,Good
