id,Service name,Clean_Service_Name,City,best_match_gt,similarity_score,is_match
5277,"Lanark, Leeds and Grenville Mental Health and Addiction Services",lanark leeds and grenville mental health and addiction services,,CMHA Thames Valley Addiction and Mental Health Services,79,True
5307,Salvation Army - Brampton - Citadel - Community and Family Services,salvation army brampton citadel community and family services,,"Keystone Child, Youth and Family Services",75,True
5308,Salvation Army - Brampton - Honeychurch Family Life Resource Centre,salvation army brampton honeychurch family life resource centre,,"Keystone Child, Youth and Family Services",52,False
5309,Salvation Army Etobicoke Temple - Community and Family Services,salvation army etobicoke temple community and family services,,"Keystone Child, Youth and Family Services",73,True
5312,Dr. Jen Scarborough Therapy,dr jen scarborough therapy,,Parents For Children's Mental Health,48,False
5315,Mission Services of London,mission services of london,-,Canadian Mental Health Association Hastings Prince Edward,46,False
5331,Robbie Dean Crisis Centre,robbie dean crisis centre,,Southwest Ontario Aboriginal Health Access Centre,62,False
5349,Angela Cupdio Counselling Psychotherapy,angela cupdio counselling psychotherapy,,Wellkin,71,False
5361,Canadian Mental Health Association Grey Bruce,canadian mental health association grey bruce,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
5363,"Canadian Mental Health Association, Grey Bruce",canadian mental health association grey bruce,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
5364,CMHA Grey Bruce,cmha grey bruce,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",80,True
5366,Keystone Child and Family Services,keystone child and family services,,"Keystone Child, Youth and Family Services",100,True
5373,CMHA Grey Bruce,cmha grey bruce,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",80,True
5374,Canadian Mental Health Association (CMHA) Grey Bruce - Community Mental Health Team,canadian mental health association grey bruce community mental health team,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",90,True
5381,Maltby Centre – Mental Health & Autism Services for Children & Youth,maltby centre mental health & autism services for children & youth,,Parents For Children's Mental Health,84,True
5384,AMHS Crisis Line,amhs crisis line,,Indwell,60,False
5385,Lennox & Addington Crisis Line,lennox & addington crisis line,,Indwell,60,False
5387,York Region Mental Health Community Care Centre,york region mental health community care centre,,Parents For Children's Mental Health,66,False
5426,Canadian Mental Health Association - Thames Valley,canadian mental health association thames valley,,Canadian Mental Health Association. Simcoe County Branch,86,True
5442,ConnexOntario,connexontario,,"Ontario. Ministry of Labour, Immigration, Training and Skills Development",70,False
5445,"St. Joseph's Healthcare, Hamilton",st joseph s healthcare hamilton,West,St. Joseph's Healthcare Hamilton,100,True
5475,CMHA Grey/Bruce,cmha grey bruce,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",80,True
5477,Mental Health Crisis Line of Grey-Bruce,mental health crisis line of grey bruce,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",76,True
5483,St. Joseph’s Health Center Foundation,st joseph s health center foundation,,St Joseph's Health Care London,85,True
5485,Ctr For Addict & Mental Health,ctr for addict & mental health,,Parents For Children's Mental Health,76,True
5501,Stittsville Wellness,stittsville wellness,,Wellkin,71,False
5502,Stittsville Counselling Services,stittsville counselling services,-,Wellkin,71,False
5503,K Chambers Counselling,k chambers counselling,-,Wellkin,77,True
5505,Lennox & Addington Community Mental Health Services,lennox & addington community mental health services,Dundas St E,St Jude Community Homes,65,False
5513,Barron & Associates Psychologists,barron & associates psychologists,-,Canadian Mental Health Association Hastings Prince Edward,48,False
5607,Metamorphosis Centre for Change Ltd,metamorphosis centre for change ltd,,Parents For Children's Mental Health,56,False
5608,Simcoe Addiction and Mental Health Inc,simcoe addiction and mental health inc,,CMHA Thames Valley Addiction and Mental Health Services,84,True
5609,Advance Therapy ABA Services,advance therapy aba services,-,Canadian Mental Health Association Hastings Prince Edward,48,False
5614,Integrative Wellness,integrative wellness,,Wellkin,71,False
5616,Farhana Adatia,farhana adatia,-,Canadian Mental Health Association Hastings Prince Edward,57,False
5618,Bay View Therapy Centre,bay view therapy centre,-,Canadian Mental Health Association Hastings Prince Edward,39,False
5619,Beyond Trauma Recovery Centre,beyond trauma recovery centre,-,Canadian Mental Health Association Hastings Prince Edward,41,False
5626,Trauma and Embodiment Association of Ontario,trauma and embodiment association of ontario,,Spinal Cord Injury Ontario,60,False
5648,Crisis Response Services,crisis response services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",68,False
5653,Mental Health/Addictions Consumer ct for Simcoe County,mental health addictions consumer ct for simcoe county,-,Canadian Mental Health Association Hastings Prince Edward,58,False
5654,Vibe Counselling,vibe counselling,-,Wellkin,77,True
5656,Sheila I Bristow,sheila i bristow,-,Canadian Mental Health Association Hastings Prince Edward,44,False
5659,Community Mental Health Teams,community mental health teams,,Eden Community Homes,75,True
5660,Heartberry Counselling,heartberry counselling,,Wellkin,77,True
5661,Canadian Mental Health Association,canadian mental health association,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",100,True
5662,The Blue Mountains Community Health Centre,the blue mountains community health centre,King St E,Canadian Institute for Advancements in Mental Health,52,False
5672,Canadian Mental Health Association - Milton and Halton Hills,canadian mental health association milton and halton hills,Bronte St S,Canadian Mental Health Association,100,True
5673,Halton Healthcare - Milton - North Halton Mental Health Clinic,halton healthcare milton north halton mental health clinic,Main St E,Mental Health Rights Coalition,72,True
5674,Summit Housing and Outreach Programs - Milton Office - HOMES Program,summit housing and outreach programs milton office homes program,Nipissing Rd,Summit Housing & Outreach Programs,100,True
5685,Ontario Shores Centre for Mental Health Sciences,ontario shores centre for mental health sciences,,Southwest Ontario Aboriginal Health Access Centre,76,True
5692,Crisis Response Services (CRS),crisis response services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",68,False
5718,Northeastern Ontario Family and Children’s Services (NEOFACS),northeastern ontario family and children s services,,"Keystone Child, Youth and Family Services",73,True
5725,Tobermory Health Clinic,tobermory health clinic,,Huron Perth Healthcare Alliance,61,False
5733,Telecare Distress Centre of Peterborough,telecare distress centre of peterborough,,National Eating Disorder Information Centre,51,False
5790,Addictions & Mental Health Hastings Prince Edward,addictions & mental health hastings prince edward,,CMHA Thames Valley Addiction and Mental Health Services,71,False
5797,Advance Therapy ABA Services,advance therapy aba services,-,Canadian Mental Health Association Hastings Prince Edward,48,False
5829,Distress Centre of Ottawa and Region,distress centre of ottawa and region,,National Eating Disorder Information Centre,51,False
5844,ConnexOntario,connexontario,,"Ontario. Ministry of Labour, Immigration, Training and Skills Development",70,False
5845,mindyourmind,mindyourmind,,Indwell,60,False
5847,Canadian Mental Health Association (CMHA) York Region Branch - Assertive Community Treatment,canadian mental health association york region branch assertive community treatment,-,Canadian Mental Health Association Hastings Prince Edward,78,True
5852,Counselling Services for York Region,counselling services for york region,,Wellkin,71,False
5868,Lori Gill Psychotherapy - Holistic Wellness Treatment Centre,lori gill psychotherapy holistic wellness treatment centre,,Indwell,71,False
5874,Valiant Behavioral Health & Addiction Rehab Center,valiant behavioral health & addiction rehab center,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",62,False
5895,Crawford Therapy,crawford therapy,,CMHA Thames Valley Addiction and Mental Health Services,50,False
5906,Wasaga Counselling Clinic,wasaga counselling clinic,,Wellkin,71,False
5907,Bayridge Counselling Centre Wasaga,bayridge counselling centre wasaga,,Wellkin,71,False
5921,Delton Glebe Counselling Centre,delton glebe counselling centre,,Wellkin,71,False
5922,Carizon Family and Community Services,carizon family and community services,,"Keystone Child, Youth and Family Services",73,True
5923,University of Waterloo – Counselling Services,university of waterloo counselling services,,Wellkin,71,False
5924,Wilfrid Laurier University – Wellness Centre,wilfrid laurier university wellness centre,,Wellkin,71,False
5928,Wawa Community Outreach Program,wawa community outreach program,,Eden Community Homes,67,False
5932,Dilico Mental Health and Addictions,dilico mental health and addictions,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",86,True
5951,WES for Youth,wes for youth,,"Keystone Child, Youth and Family Services",62,False
5957,CMHA Grey Bruce – Mental Health and Addiction Services,cmha grey bruce mental health and addiction services,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",96,True
5959,Brightshores Health System - Owen Sound Hospital - Mental Health and Addictions Services,brightshores health system owen sound hospital mental health and addictions services,,Brightshores Health System,100,True
5960,Brightshores Health System - Owen Sound Hospital - Mental Health and Addictions Services - Assertive Community Treatment Team,brightshores health system owen sound hospital mental health and addictions services assertive community treatment team,,Brightshores Health System,100,True
5961,Brightshores Health System - Owen Sound Hospital - Mental Health and Addictions Services - Case Management Program,brightshores health system owen sound hospital mental health and addictions services case management program,,Brightshores Health System,100,True
5968,"Keystone Child, Youth and Family Services",keystone child youth and family services,,"Keystone Child, Youth and Family Services",100,True
5974,Sage Counselling Services,sage counselling services,-,Wellkin,71,False
5986,Dr. Scott B. McCabe Ph.D,dr scott b mccabe ph d,-,Canadian Mental Health Association Hastings Prince Edward,36,False
5993,Metamorphosis Centre for Change Ltd,metamorphosis centre for change ltd,,Parents For Children's Mental Health,56,False
